Permissions  Size User Date Modified Name
.rw-r--r--@  6.1k cmc  27 Dec  2024  2018-11-28-aes-encryption.org
.rw-r--r--@  5.0k cmc  27 Dec  2024  2018-11-28-cpp-compiler.org
.rw-r--r--@  5.7k cmc  27 Dec  2024  2019-01-07-useful-css.org
.rw-r--r--@   11k cmc  27 Dec  2024  2019-09-09-audit-analytics.org
.rw-r--r--@  6.1k cmc  27 Dec  2024  2019-12-03-the-ansoff-matrix.org
.rw-r--r--@  6.2k cmc  27 Dec  2024  2019-12-16-password-security.org
.rw-r--r--@  7.6k cmc  27 Dec  2024  2020-01-25-linux-software.org
.rw-r--r--@  2.7k cmc  27 Dec  2024  2020-01-26-steam-on-ntfs.org
.rw-r--r--@  8.5k cmc  27 Dec  2024  2020-02-09-cryptography-basics.org
.rw-r--r--@  4.5k cmc  27 Dec  2024  2020-03-25-session-messenger.org
.rw-r--r--@  6.3k cmc  27 Dec  2024  2020-05-03-homelab.org
.rw-r--r--@  7.5k cmc  27 Dec  2024  2020-05-19-customizing-ubuntu.org
.rw-r--r--@  4.8k cmc  27 Dec  2024  2020-07-20-video-game-sales.org
.rw-r--r--@   13k cmc  27 Dec  2024  2020-07-26-business-analysis.org
.rw-r--r--@  5.0k cmc  27 Dec  2024  2020-08-22-redirect-github-pages.org
.rw-r--r--@  6.0k cmc  27 Dec  2024  2020-08-29-php-auth-flow.org
.rw-r--r--@  7.1k cmc  27 Dec  2024  2020-09-01-visual-recognition.org
.rw-r--r--@   12k cmc  27 Dec  2024  2020-09-22-internal-audit.org
.rw-r--r--@  6.9k cmc  27 Dec  2024  2020-09-25-happiness-map.org
.rw-r--r--@  6.2k cmc  27 Dec  2024  2020-10-12-mediocrity.org
.rw-r--r--@  4.9k cmc  27 Dec  2024  2020-12-27-website-redesign.org
.rw-r--r--@  3.7k cmc  27 Dec  2024  2020-12-28-neon-drive.org
.rw-r--r--@  3.9k cmc  27 Dec  2024  2020-12-29-zork.org
.rw-r--r--@  2.9k cmc  27 Dec  2024  2021-01-01-seum.org
.rw-r--r--@  3.9k cmc  27 Dec  2024  2021-01-04-fediverse.org
.rw-r--r--@  5.8k cmc  27 Dec  2024  2021-01-07-ufw.org
.rw-r--r--@  7.0k cmc  27 Dec  2024  2021-02-19-macos.org
.rw-r--r--@  4.0k cmc  27 Dec  2024  2021-03-19-clone-github-repos.org
.rw-r--r--@  6.2k cmc  27 Dec  2024  2021-03-28-gemini-capsule.org
.rw-r--r--@  5.4k cmc  27 Dec  2024  2021-03-28-vaporwave-vs-outrun.org
.rw-r--r--@   14k cmc  27 Dec  2024  2021-03-30-vps-web-server.org
.rw-r--r--@  4.3k cmc  27 Dec  2024  2021-04-17-gemini-server.org
.rw-r--r--@   10k cmc  27 Dec  2024  2021-04-23-php-comment-system.org
.rw-r--r--@  3.2k cmc  27 Dec  2024  2021-04-28-photography.org
.rw-r--r--@  1.9k cmc  27 Dec  2024  2021-05-30-changing-git-authors.org
.rw-r--r--@  3.3k cmc  27 Dec  2024  2021-07-15-delete-gitlab-repos.org
.rw-r--r--@   11k cmc  27 Dec  2024  2021-08-25-audit-sampling.org
.rw-r--r--@  1.6k cmc  27 Dec  2024  2021-10-09-apache-redirect.org
.rw-r--r--@  9.7k cmc  27 Dec  2024  2021-12-04-cisa.org
.rw-r--r--@   10k cmc  27 Dec  2024  2022-02-10-leaving-the-office.org
.rw-r--r--@  6.1k cmc  27 Dec  2024  2022-02-10-njalla-dns-api.org
.rw-r--r--@  6.1k cmc  27 Dec  2024  2022-02-16-debian-and-nginx.org
.rw-r--r--@  1.8k cmc  27 Dec  2024  2022-02-17-exiftool.org
.rw-r--r--@  2.5k cmc  27 Dec  2024  2022-02-20-nginx-caching.org
.rw-r--r--@  1.7k cmc  27 Dec  2024  2022-02-22-tuesday.org
.rw-r--r--@  6.2k cmc  27 Dec  2024  2022-03-02-reliable-notes.org
.rw-r--r--@  9.1k cmc  27 Dec  2024  2022-03-03-financial-database.org
.rw-r--r--@  8.7k cmc  27 Dec  2024  2022-03-08-plex-migration.org
.rw-r--r--@  6.8k cmc  27 Dec  2024  2022-03-23-cloudflare-dns-api.org
.rw-r--r--@  4.6k cmc  27 Dec  2024  2022-03-23-nextcloud-on-ubuntu.org
.rw-r--r--@   13k cmc  27 Dec  2024  2022-03-24-server-hardening.org
.rw-r--r--@  6.4k cmc  27 Dec  2024  2022-03-26-ssh-mfa.org
.rw-r--r--@  7.8k cmc  27 Dec  2024  2022-04-02-nginx-reverse-proxy.org
.rw-r--r--@  4.8k cmc  27 Dec  2024  2022-04-09-pinetime.org
.rw-r--r--@  3.8k cmc  27 Dec  2024  2022-06-01-ditching-cloudflare.org
.rw-r--r--@  7.8k cmc  27 Dec  2024  2022-06-07-self-hosting-freshrss.org
.rw-r--r--@  7.6k cmc  27 Dec  2024  2022-06-16-terminal-lifestyle.org
.rw-r--r--@  7.2k cmc  16 Jan 15:18  2022-06-22-daily-poetry.org
.rw-r--r--@  5.1k cmc  27 Dec  2024  2022-06-24-fedora-i3.org
.rw-r--r--@   18k cmc  27 Dec  2024  2022-07-01-git-server.org
.rw-r--r--@   12k cmc  27 Dec  2024  2022-07-14-gnupg.org
.rw-r--r--@  3.1k cmc  27 Dec  2024  2022-07-25-curseradio.org
.rw-r--r--@  5.4k cmc  27 Dec  2024  2022-07-30-flac-to-opus.org
.rw-r--r--@  7.6k cmc  27 Dec  2024  2022-07-31-bash-it.org
.rw-r--r--@  4.2k cmc  27 Dec  2024  2022-08-31-privacy-com-changes.org
.rw-r--r--@  3.8k cmc  27 Dec  2024  2022-09-17-serenity-os.org
.rw-r--r--@  4.9k cmc  27 Dec  2024  2022-09-21-graphene-os.org
.rw-r--r--@  2.3k cmc  27 Dec  2024  2022-10-04-mtp-linux.org
.rw-r--r--@  7.0k cmc  27 Dec  2024  2022-10-04-syncthing.org
.rw-r--r--@  8.4k cmc  27 Dec  2024  2022-10-22-alpine-linux.org
.rw-r--r--@  2.2k cmc  27 Dec  2024  2022-10-30-linux-display-manager.org
.rw-r--r--@  6.2k cmc  27 Dec  2024  2022-11-07-self-hosting-matrix.org
.rw-r--r--@  2.3k cmc  27 Dec  2024  2022-11-11-nginx-tmp-errors.org
.rw-r--r--@  6.3k cmc  27 Dec  2024  2022-11-27-server-build.org
.rw-r--r--@  3.1k cmc  27 Dec  2024  2022-11-29-nginx-referrer-ban-list.org
.rw-r--r--@  2.8k cmc  27 Dec  2024  2022-12-01-nginx-compression.org
.rw-r--r--@  3.7k cmc  27 Dec  2024  2022-12-07-nginx-wildcard-redirect.org
.rw-r--r--@  2.4k cmc  27 Dec  2024  2022-12-17-st.org
.rw-r--r--@  7.1k cmc  16 Jan 15:18  2022-12-23-alpine-desktop.org
.rw-r--r--@  3.1k cmc  27 Dec  2024  2023-01-03-recent-website-changes.org
.rw-r--r--@  3.4k cmc  27 Dec  2024  2023-01-05-mass-unlike-tumblr-posts.org
.rw-r--r--@  1.1k cmc  27 Dec  2024  2023-01-08-fedora-login-manager.org
.rw-r--r--@  1.6k cmc  27 Dec  2024  2023-01-21-flatpak-symlinks.org
.rw-r--r--@  3.4k cmc  27 Dec  2024  2023-01-23-random-wireguard.org
.rw-r--r--@  4.4k cmc  27 Dec  2024  2023-01-28-self-hosting-wger.org
.rw-r--r--@  5.8k cmc  16 Jan 15:19  2023-02-02-exploring-hare.org
.rw-r--r--@  1.8k cmc  27 Dec  2024  2023-05-22-burnout.org
.rw-r--r--@  1.8k cmc  27 Dec  2024  2023-06-08-goaccess-geoip.org
.rw-r--r--@  4.8k cmc  27 Dec  2024  2023-06-08-self-hosting-baikal.org
.rw-r--r--@  2.8k cmc  27 Dec  2024  2023-06-18-unifi-ip-blocklist.org
.rw-r--r--@  3.9k cmc  27 Dec  2024  2023-06-20-audit-review-template.org
.rw-r--r--@  2.0k cmc  27 Dec  2024  2023-06-23-byobu.org
.rw-r--r--@  4.7k cmc  27 Dec  2024  2023-06-23-self-hosting-convos.org
.rw-r--r--@  5.7k cmc  27 Dec  2024  2023-06-28-backblaze-b2.org
.rw-r--r--@  3.3k cmc  27 Dec  2024  2023-06-30-self-hosting-voyager.org
.rw-r--r--@  5.0k cmc  27 Dec  2024  2023-07-12-wireguard-lan.org
.rw-r--r--@  2.6k cmc  27 Dec  2024  2023-07-19-plex-transcoder-errors.org
.rw-r--r--@  6.9k cmc  27 Dec  2024  2023-08-18-agile-auditing.org
.rw-r--r--@  1.8k cmc  27 Dec  2024  2023-09-15-self-hosting-gitweb.org
.rw-r--r--@  9.9k cmc  27 Dec  2024  2023-09-19-audit-sql-scripts.org
.rw-r--r--@  4.7k cmc  27 Dec  2024  2023-10-04-digital-minimalism.org
.rw-r--r--@   14k cmc  27 Dec  2024  2023-10-11-self-hosting-authelia.org
.rw-r--r--@  2.4k cmc  27 Dec  2024  2023-10-15-alpine-ssh-hardening.org
.rw-r--r--@  3.9k cmc  27 Dec  2024  2023-10-17-self-hosting-anonymousoverflow.org
.rw-r--r--@  4.7k cmc  27 Dec  2024  2023-11-08-scli.org
.rw-r--r--@   32k cmc  27 Dec  2024  2023-12-03-unifi-nextdns.org
.rw-r--r--@  1.1k cmc  27 Dec  2024  2024-01-08-dont-say-hello.org
.rw-r--r--@  5.1k cmc  27 Dec  2024  2024-01-09-macos-customization.org
.rw-r--r--@  3.6k cmc  27 Dec  2024  2024-01-13-local-llm.org
.rw-r--r--@  5.2k cmc  27 Dec  2024  2024-01-26-audit-dashboard.org
.rw-r--r--@  4.7k cmc  27 Dec  2024  2024-01-27-tableau-dashboard.org
.rw-r--r--@  8.8k cmc  27 Dec  2024  2024-02-06-zfs.org
.rw-r--r--@  2.4k cmc  27 Dec  2024  2024-02-13-ubuntu-emergency-mode.org
.rw-r--r--@  3.2k cmc  27 Dec  2024  2024-02-21-self-hosting-otter-wiki.org
.rw-r--r--@   16k cmc  27 Dec  2024  2024-03-13-doom-emacs.org
.rw-r--r--@ 10.0k cmc  27 Dec  2024  2024-03-15-self-hosting-ddns-updater.org
.rw-r--r--@  7.9k cmc  27 Dec  2024  2024-03-29-org-blog.org
.rw-r--r--@  3.6k cmc  27 Dec  2024  2024-04-06-convert-onenote-to-markdown.org
.rw-r--r--@  4.9k cmc  27 Dec  2024  2024-04-08-docker-local-web-server.org
.rw-r--r--@  8.5k cmc  27 Dec  2024  2024-04-18-mu4e.org
.rw-r--r--@  3.8k cmc  27 Dec  2024  2024-05-03-ubuntu-on-macos.org
.rw-r--r--@  4.8k cmc  27 Dec  2024  2024-06-19-deprecated-trusted-gpg-fix.org
.rw-r--r--@  2.5k cmc  27 Dec  2024  2024-07-11-emacs-on-ipad.org
.rw-r--r--@   13k cmc  16 Jan 15:20  2024-08-11-org-mode-features.org
.rw-r--r--@  5.6k cmc  27 Dec  2024  2024-08-25-n8n-sentiment-analysis.org
.rw-r--r--@   11k cmc  27 Dec  2024  2024-09-20-prometheus-grafana-cloud.org
.rw-r--r--@  6.3k cmc  27 Dec  2024  2024-09-23-self-hosting-transmission.org
.rw-r--r--@  7.8k cmc  27 Dec  2024  2024-10-31-continue-ollama-code-assistant.org
.rw-r--r--@  5.2k cmc  29 Dec  2024  2024-12-27-self-hosting-the-lounge.org
.rw-r--r--@  4.6k cmc  23 Jan 21:19  2025-01-23-self-hosting-tandoor.org
.rw-r--r--@     0 cmc  24 Jan 16:54  posts.txt
